秉	3323
遭	1875
苏	371
慎	2036
跑	377
汐	1555
b	2292
毕	790
盗	1925
镖	2393
博	1282
耻	1614
竟	388
神	317
鞑	3896
赦	3052
表	372
歪	1888
短	1102
噬	2917
煮	1326
己	129
壳	2751
署	3072
嘿	519
x	2445
泻	3718
追	593
倔	2725
锁	1768
逃	796
汪	1858
包	541
央	2508
嵌	3860
瓦	2752
郭	2073
６	3977
服	256
戏	670
酬	2015
沐	1493
栓	3932
闯	1736
瓮	3933
鄙	1859
厚	862
缝	2246
府	631
L	1606
组	1260
蔡	2125
#	3449
枢	2792
挥	1977
护	552
丧	2101
润	1852
炀	3339
梨	2098
含	2033
讪	3374
羲	2357
掺	2738
伽	1516
赘	3617
赴	2411
哀	1483
寇	3019
狄	2037
奉	1366
瀑	3440
浑	1971
桓	2586
噗	1573
嗖	2466
烘	3750
络	1529
c	1589
璧	2057
鑫	3897
副	954
峰	1497
筵	3978
时	67
腹	2137
胸	1546
湾	2364
载	2009
身	153
销	1557
徇	3998
将	285
斋	3255
圃	3976
掏	2659
怎	36
吖	3898
刚	159
驷	3861
报	387
挤	1954
侧	2551
谦	1631
疫	3118
横	1845
环	1415
逮	2552
妳	1427
澈	1385
脸	360
嗞	3789
似	560
殿	663
铁	1365
燃	2793
逍	2124
旋	2304
婊	2492
攀	2557
描	2533
N	1373
赐	1604
询	2616
烙	3979
绝	383
移	1731
察	1051
塞	1809
臣	618
夺	1531
若	294
牧	2386
园	799
鼓	2027
可	31
遮	2294
干	135
惹	913
添	1539
艺	837
份	481
硫	3213
衾	1957
吁	3586
喀	2860
皂	3606
玄	1318
＇	3511
妈	98
帥	3474
民	877
阙	3698
互	1804
咖	1131
候	138
聒	3980
靡	3621
帝	812
鬟	2487
增	2238
酱	2394
愣	1980
沦	2881
榨	3305
甫	3471
說	1829
嘭	2239
瞬	2311
晌	3530
炮	2248
就	15
珉	3256
纲	3450
宴	1204
9	1476
活	281
丽	715
滋	1846
直	232
元	977
刹	2312
婷	2650
捏	2139
胎	1540
軒	2887
比	206
块	600
孟	1547
飞	518
葡	2627
无	158
轧	3719
桩	2587
韬	3836
卯	3981
山	363
踩	1910
女	88
婵	2414
y	1374
挫	3077
联	778
袁	1716
内	535
糗	3383
安	197
萌	3340
熬	1828
辑	2315
丐	2537
誓	1542
洒	2275
锯	3982
钗	3200
霖	3222
刘	950
鸭	2030
</s>	1
四	463
碟	2513
映	2104
沧	2504
伦	1706
让	78
褪	3650
听	117
噌	2888
呜	773
媳	1149
破	742
莹	2115
瑕	3700
款	1355
陀	2602
勃	2279
問	3257
蛋	470
压	1041
藍	2773
捎	2637
近	379
乐	355
桔	2004
哗	1697
靖	2505
叙	2138
黛	2603
党	2358
川	1634
食	821
蝉	3637
锐	2981
拣	2822
敢	278
d	2000
车	249
科	1245
餮	3119
睦	3862
闭	1000
忱	2707
鹰	2493
戒	1301
蝶	1830
任	338
腺	3751
省	1014
刃	3214
喂	280
宗	1675
嬉	3554
窈	2861
馊	3325
莎	1324
休	381
源	1600
苓	3918
吗	34
匙	1715
帛	3752
鲜	1351
实	161
蜡	2700
肤	1672
氧	3622
侦	3223
瘫	3376
甭	2553
咬	1285
厮	2679
弱	1108
纰	3790
稳	1393
碴	3588
架	811
茹	2514
芸	2429
主	143
洽	3279
沼	3934
设	1048
睁	1833
雀	2171
剃	2837
泊	3007
充	1491
忆	1239
等	113
恍	3280
晋	1879
姊	2350
O	1012
凌	716
佑	2070
裔	2937
呗	1286
寞	1936
条	500
扣	1740
既	356
腥	2732
胤	3651
迦	2280
癫	3068
&	3558
ｓ	3837
灯	1183
叮	1072
影	450
绰	2847
婳	2951
已	123
饵	3623
泼	2047
衿	2870
课	656
需	382
傅	685
帆	2099
笈	3421
膏	2477
云	425
伐	2794
讓	3165
疗	1649
通	395
肥	1489
愤	2575
焰	2561
垫	2436
株	2945
唬	2299
冯	1940
刮	2467
纱	1578
茉	1819
害	282
头	140
抹	1908
绞	3470
贼	1517
樾	2862
雁	2615
着	71
兄	358
叠	3134
嫉	1831
浦	3358
操	859
敌	1214
扎	1627
滑	1752
佐	3020
毓	2284
裕	3258
癖	2733
做	82
鳝	3863
鼠	1883
租	1336
杠	3103
揣	3027
渺	2661
书	353
芽	1519
矫	3359
嫦	3422
哭	413
啬	3326
凯	1800
阱	3310
彰	3935
奴	650
旷	2803
晶	1815
苹	2371
z	3423
泽	1338
槿	2774
阁	1073
磁	3424
熄	3120
崇	1615
庆	1130
娉	1236
守	826
朋	209
颊	3838
萍	1194
斌	3792
脏	1112
丑	1196
辐	3512
沒	1992
则	669
厘	3624
尝	841
够	311
骞	3555
橱	3630
挣	2041
急	412
货	1265
亦	1584
樂	3720
讨	528
聆	3899
吭	2955
鲲	3166
堵	2012
借	737
蔷	3625
船	1466
肺	2143
秋	713
千	396
酷	1911
细	891
婉	1703
磊	1882
８	3628
拎	2676
运	795
俘	3028
盖	1707
牙	1228
变	345
僚	3936
袒	3674
祟	2506
竞	2052
柠	2765
荣	1249
e	794
桀	3360
睫	3472
嗬	2726
狮	2662
翰	2863
页	2918
敷	2446
批	1565
轻	459
惺	2538
汽	2396
淼	3839
西	193
禁	1512
待	404
毗	3513
喉	2889
合	300
袋	1298
亏	984
耐	1438
觐	3937
枕	2144
昔	3029
骗	543
外	231
尘	1293
渴	1847
缚	2814
欢	124
侥	3556
两	163
斩	2321
萨	1463
未	472
箭	1950
纯	1067
咳	640
嘴	544
褶	3793
永	596
伺	1680
莽	2691
放	131
私	803
础	3146
魂	1059
必	279
幄	3840
勇	1434
兆	2999
呈	2692
棋	1650
坊	2161
母	337
济	1854
恐	806
蓓	1972
荒	1961
奖	1050
滥	2786
烛	2597
罚	1065
阻	1543
盟	2197
泣	2911
止	761
拧	3167
早	162
士	754
马	288
绯	2034
絮	3327
灰	1784
韵	2136
淹	2693
揽	3451
替	582
蕾	1022
噪	3293
％	3900
庄	797
切	418
唉	629
针	1478
栋	2548
踏	1834
涎	3864
脑	676
熙	1155
搓	2815
排	609
朕	678
濯	3865
妖	639
粘	2701
逛	1013
龚	2871
琼	2512
队	787
簿	3652
谣	2483
订	1086
交	331
腰	1719
枪	1602
唰	2082
鸯	2515
焱	1676
捉	1638
琳	1384
玲	1569
费	499
沸	3361
总	169
挽	2296
押	2365
祁	2145
寂	1897
ｅ	3064
黄	774
片	576
准	284
哈	216
乏	2628
腑	3514
插	1523
蛔	3794
穗	2982
逾	3557
玥	3541
遛	3492
痞	3104
棠	1941
忠	1797
令	809
执	1417
懦	2946
填	2335
差	423
共	1138
味	561
史	1818
围	1261
腕	2838
俺	1656
拼	1526
颁	3306
弄	485
率	1838
逆	2247
钉	2604
锈	3902
見	3202
認	3626
谎	1464
舒	564
蚕	3073
朔	2569
算	139
砖	3259
军	461
帚	3903
劝	1242
猜	723
吞	2022
趣	662
伤	277
控	1473
怦	3201
撩	3532
匠	3168
第	349
铜	2890
邱	2827
琉	2228
喳	2787
掷	3953
_	3022
殷	2119
油	951
贸	2766
为	47
抽	1002
壁	1681
祀	3938
绅	2882
ｄ	3401
哉	3121
割	2229
歌	680
俏	2424
惑	1872
腐	1810
扒	2458
漏	2157
耸	3904
糙	3473
祥	1975
凛	2775
卜	2140
域	2776
瑞	1139
楠	2593
以	46
f	2498
徽	3493
眸	3533
韦	3307
竭	2804
孬	3721
兰	748
嗳	2629
牲	2105
靴	3607
请	137
桶	2293
浸	3426
臻	3427
拽	2437
荼	3866
柿	3377
码	1103
禀	1876
骂	957
帅	630
龄	1774
吉	1585
伏	2053
蔓	2102
芒	2993
昕	3515
颖	2281
初	511
真	56
钞	3294
校	446
责	626
严	623
茧	3559
悦	1437
夫	243
弈	2273
扳	3331
弯	2074
粮	2220
冰	530
申	1962
劲	1063
阵	1207
土	1441
人	16
秀	949
嫂	751
幅	1646
升	1620
益	2042
诌	3867
住	205
癌	2747
Q	2110
拒	1077
晕	1127
柔	1023
字	352
曰	3352
绚	3999
噻	3841
坟	2605
衡	2459
淑	2026
浣	2507
荧	1928
惦	2308
摩	1347
旨	1762
驭	3051
凰	2211
躯	2969
ｒ	3842
陵	1853
偿	1428
嗄	3931
豹	3076
试	374
腻	1942
板	636
宁	482
稀	1405
射	1704
匆	2261
啖	3237
沏	3676
伎	3560
成	147
蚓	3677
Ｏ	3589
碗	1247
聘	2164
龙	804
帘	2758
力	274
倜	3590
钟	572
霞	2297
计	465
文	386
昨	398
Ｎ	3494
到	40
喵	1518
琴	1353
边	244
游	597
贺	1210
<	3984
练	827
陈	612
請	3308
啊	29
桌	1356
低	1146
藕	2983
摔	1359
策	1713
忙	324
凝	1339
停	802
哟	747
非	297
诡	2984
代	508
躺	1205
汤	1047
惧	2570
径	2651
晨	709
嫫	2919
給	2927
硬	1297
糯	2663
置	995
煲	2928
闵	2639
颅	3653
迹	1780
恼	1820
松	901
布	974
如	86
历	1145
眉	1193
韭	3795
喊	1189
植	2516
氏	1220
挑	844
易	428
９	3796
鹅	2664
创	1590
兮	1835
吟	2617
次	144
渣	2744
败	1074
性	408
咝	2833
薪	2172
夭	1793
微	980
阳	549
冲	958
电	234
样	55
讶	2447
悼	3678
穴	2272
魁	2832
囊	2576
遇	622
漠	1361
盈	1732
聋	2735
痊	2872
迎	935
拐	1765
晓	514
懒	1277
默	1460
牛	893
榆	3608
峻	2630
瑟	1625
歡	3105
斧	3797
g	2097
澄	2341
钧	2784
饭	222
屯	3868
危	931
帶	3783
苒	2259
啵	2891
兒	3774
衷	2285
诶	1402
蟾	2759
突	707
堂	692
醇	3609
分	235
圈	1311
残	1354
吊	1930
袍	2901
与	340
抑	2709
怒	1661
撕	2336
妗	3939
庙	2588
缘	845
玛	1574
尚	1164
邝	3798
ㄜ	3008
嘞	3281
欠	996
辣	1369
蠢	1621
贤	1708
木	1009
宫	299
搪	3799
帮	178
励	1990
瞳	2377
颈	3561
伸	2221
显	1246
嫁	501
心	59
變	3905
采	1058
遵	1981
毋	3282
告	174
棍	2539
乎	598
苑	2562
荐	2187
染	1331
恒	1488
姗	2359
给	61
叛	1628
憎	3215
郝	2848
兜	2214
驴	2672
泥	2158
捧	2176
杨	509
郦	2985
狱	1933
印	1089
音	699
嗨	1442
荟	3800
豺	3940
能	53
虾	2262
威	1081
简	599
弃	693
嘉	860
垂	2563
于	257
我	3
掐	2028
蜓	3869
窖	3616
徘	3907
猛	2095
岚	1798
跋	2708
农	2054
生	70
模	938
梢	3754
蹿	3964
愧	1479
芦	2529
頭	3147
镳	3722
累	451
爱	132
现	85
圳	2795
傲	1594
吵	741
娟	1799
丹	1418
妞	1726
耽	1545
政	1126
J	2010
居	437
衍	2499
赏	1028
从	208
扑	1279
提	378
套	836
竖	2956
忘	343
回	57
橡	4000
佣	2554
跤	3002
慧	1485
苦	443
姬	2085
台	743
靳	3516
呵	224
间	164
聽	3084
臼	3941
曾	675
境	1337
异	1346
宅	2322
娄	3801
皇	195
唆	3009
醉	843
乖	533
侍	1157
斑	2973
舔	3053
店	615
崖	2521
妙	1358
咛	3870
拗	3684
功	545
鄞	3562
涡	3908
伢	3598
暧	2717
憩	3701
怨	1259
挪	3074
畜	2244
喱	3402
琰	2740
炳	3723
露	887
核	2395
欺	668
脾	1212
局	1020
雇	2598
商	627
凉	822
半	405
乌	1769
扔	1250
邸	3724
塘	3238
铛	3054
鼎	2253
缠	1372
募	3909
煞	2154
淡	1368
池	1575
莺	3106
该	130
敦	2816
恨	689
皓	2503
端	1181
饮	1657
瑰	1900
叵	3725
鉴	2282
价	825
赶	389
禾	3169
拿	268
腾	1376
堃	3726
恪	3397
颗	1443
疆	2430
焉	1934
谋	1381
伍	1963
二	248
蔑	3379
夙	3429
题	308
君	620
定	94
障	2351
痪	3942
贡	2823
瘟	3452
昧	2168
您	176
措	1873
Ｍ	3591
纬	3239
妮	869
唱	724
呲	3592
璟	3563
霁	3453
论	607
朽	2478
房	296
憾	2016
审	1937
诊	1915
魅	1869
跷	3175
乘	2023
光	414
烈	1413
及	682
位	228
觎	3654
救	373
S	1158
柒	3191
捕	2425
拔	1823
飘	979
呛	2710
燎	3240
坝	3843
谤	3753
泠	3475
衣	326
迢	3010
步	624
旦	1870
惨	1432
揪	2998
彭	2824
驯	3309
啼	3162
卵	3564
裸	2407
诺	1327
曼	872
承	661
咩	3547
岁	529
紀	2957
妃	462
罢	586
骅	3910
笄	4001
理	184
炉	2494
趋	3702
刊	2796
栎	3476
撑	1541
投	1085
得	42
尖	2060
墙	1616
喛	3802
稚	2048
霜	1659
原	251
逞	2235
没	21
丢	697
祯	3743
肩	1947
航	1446
庭	1165
Ｌ	3380
钱	233
田	1582
决	457
防	1378
猴	1877
吴	1027
秃	2929
魄	1916
呆	746
先	106
淋	1727
削	2564
仍	1901
每	480
怯	3596
澹	3844
晒	2001
荔	3871
志	943
丸	2580
飙	2902
痛	493
婚	229
泡	1096
赠	2268
解	301
洺	2680
此	255
惩	1794
慨	2797
巫	2206
续	659
彬	2618
确	415
啰	2006
凳	3075
却	473
迷	834
汶	2930
裹	2652
怕	175
藻	3445
封	910
毁	1407
娅	2286
震	1766
选	548
洋	1395
犊	3911
不	4
斐	3679
良	881
弗	2638
骚	1770
谡	3241
溢	3534
认	219
)	3192
憨	2352
紫	793
捆	3229
席	1233
吱	1691
爵	2111
根	486
攻	1586
溺	3535
肾	2653
屁	932
寄	1991
均	2534
摘	2081
测	1667
乍	3261
行	122
鹿	3065
罗	645
糖	1198
秘	831
矜	2718
卟	3430
象	445
珑	2190
楣	3985
滢	3517
擦	1240
i	942
壮	2065
呱	2777
关	166
盲	2724
牵	1544
婿	2120
虽	568
征	1741
窃	3224
馅	2788
璇	2825
圆	1163
玉	537
事	37
抓	745
攒	3011
粗	1733
编	1679
宙	3216
娘	104
多	69
喝	225
苛	3295
澡	1080
渠	3102
财	1216
掩	2276
尬	2892
蜚	3610
贲	3382
劳	833
甲	2080
况	569
伶	2694
讹	3581
施	1344
喋	3881
肿	2222
翁	2667
篡	3757
哇	634
叉	2345
版	1891
介	605
煊	2370
蟑	3040
虐	2274
拓	2448
T	1341
鳗	3173
盛	1125
奚	2695
嗝	3262
瑜	1124
烟	730
卞	3263
信	203
习	555
赢	1104
僧	2790
菩	2565
绫	3012
飯	3431
矩	1595
癞	3428
泷	2702
轶	3812
饨	3403
娃	1052
番	1507
预	1221
劈	2566
下	48
熊	1601
貌	1118
栏	2849
悔	813
笙	1745
嘛	194
潮	2123
璜	3872
速	1283
镶	3536
樣	2337
戚	1764
褥	3537
萧	722
艰	2711
盆	2240
宮	3682
疲	2599
谷	1605
嗵	3203
覺	3137
蔽	3283
撼	3311
耿	2039
ａ	3217
懊	3968
烊	3803
狈	2958
之	145
释	892
泌	3362
淌	3945
村	1403
打	100
慕	788
饥	2812
孙	993
高	239
陛	945
姚	1743
瓜	966
珞	1596
裤	1660
摧	3055
拨	2002
幫	3727
自	84
篮	1824
困	1030
闲	918
兵	888
歹	1419
U	2277
聿	3404
开	91
它	416
墅	2323
处	321
喇	3243
例	1591
逊	2959
暑	2126
莓	2839
帖	2421
缎	3384
砚	3296
钝	2805
甜	897
熟	672
亡	1674
传	562
谢	116
魔	760
挨	1917
逝	2828
怪	263
岭	2606
種	3495
皱	2654
地	111
串	2062
邵	1839
欸	2883
狞	3988
蔼	3265
｀	3378
层	1577
奄	3565
症	1611
陆	1252
勉	1612
午	487
赌	1223
材	989
驶	2947
惕	3728
腔	2555
站	578
存	956
矛	2387
镜	1211
满	551
你	2
诣	3946
旧	1191
晦	2974
择	959
纽	2577
快	102
聪	952
积	1909
物	400
右	1349
冒	964
僵	2673
兴	394
混	725
懿	3873
找	109
币	2948
品	665
笃	2817
岂	1195
妄	1996
唇	2495
皆	2021
邊	3759
谍	3683
涌	3244
咱	327
蘑	3328
析	2426
撒	1377
―	1251
憔	3107
官	729
吝	3085
喜	118
办	211
渡	2091
侠	1587
欣	628
推	968
Ｋ	3086
嘱	2356
铲	3176
贷	2949
奈	2153
许	238
蜻	3874
落	610
於	3729
愿	302
繁	2378
硅	3987
起	73
镇	1345
集	1141
又	114
潋	3266
郊	2449
跌	2473
虑	731
某	1036
擒	2712
恕	1756
廖	2159
津	2912
睛	779
飚	3804
嗜	3066
鲤	3242
乡	1414
正	170
波	1461
补	820
曦	878
扩	3041
厦	2920
饯	3312
即	846
哲	1487
灵	580
海	474
件	292
诸	1893
棺	1528
腿	1135
拾	936
